method,stage,t,d_median,d_q25,d_q75,tau,n_rollouts
er,3,140,2.0230,1.5502,2.7337,3.8298,4
er,3,145,2.1109,1.6891,2.7801,3.8298,4
er,3,150,2.7280,2.2947,3.1366,3.8298,4
er,3,155,2.7142,2.2005,3.4083,3.8298,4
er,3,160,3.1225,2.4688,3.6405,3.8298,4
er,3,165,3.0871,2.6124,3.4002,3.8298,4
er,3,170,3.1259,2.6852,3.4886,3.8298,4
er,3,175,3.1404,2.7965,3.4902,3.8298,4
er,3,180,3.2281,2.8214,3.6309,3.8298,4
er,3,185,3.2374,2.7847,3.6957,3.8298,4
er,3,190,2.9884,2.8239,3.2932,3.8298,4
er,3,195,2.9068,2.8248,3.3592,3.8298,4
er,3,200,2.8267,2.7650,3.2785,3.8298,4
er,3,205,2.8886,2.8674,3.2189,3.8298,4
er,3,210,3.4639,2.8544,5.0891,3.8298,4
er,3,215,3.5394,2.8590,4.6362,3.8298,4
er,3,220,2.8432,2.7557,3.2703,3.8298,4
er,3,225,2.7882,2.6218,3.3148,3.8298,4
er,3,230,3.7783,2.8429,4.9484,3.8298,4
er,3,235,3.8397,2.8260,4.9767,3.8298,4
er,3,240,3.8678,2.9154,4.9678,3.8298,4
er,3,245,3.7516,3.3461,4.1936,3.8298,4
er,3,250,4.3255,3.6142,4.7753,3.8298,4
er,3,255,3.4901,2.9372,4.2692,3.8298,4
er,3,260,3.4747,2.8428,4.2552,3.8298,4
er,3,265,3.4759,2.8474,4.2594,3.8298,4
er,3,270,3.4789,2.8528,4.1363,3.8298,4
er,3,275,3.4735,2.8913,4.0742,3.8298,4
er,3,280,3.4272,2.9198,3.8488,3.8298,4
er,3,285,3.4153,2.9234,3.8119,3.8298,4
er,3,290,3.4438,2.9011,3.9596,3.8298,4
er,3,295,3.4129,2.8030,3.8770,3.8298,4
er,4,0,1.4387,1.3396,1.4990,3.8298,4
er,4,5,1.4198,1.3154,1.4850,3.8298,4
er,4,10,1.4116,1.3050,1.4821,3.8298,4
er,4,15,1.4203,1.3114,1.4870,3.8298,4
er,4,20,1.4369,1.3585,1.4686,3.8298,4
er,4,25,1.4084,1.3462,1.4668,3.8298,4
er,4,30,1.4096,1.3512,1.4947,3.8298,4
er,4,35,1.3962,1.2896,1.5071,3.8298,4
er,4,40,1.6393,1.3449,2.7154,3.8298,4
er,4,45,3.0490,2.3750,3.8253,3.8298,4
er,4,50,2.6379,2.5357,3.1896,3.8298,4
er,4,55,2.5821,2.1986,3.4217,3.8298,4
er,4,60,2.3747,2.0428,3.3420,3.8298,4
er,4,65,2.4237,2.1753,3.4696,3.8298,4
er,4,70,2.4226,2.1567,3.6888,3.8298,4
er,4,75,2.1084,1.7152,3.6176,3.8298,4
er,4,80,1.8893,1.6514,3.4176,3.8298,4
er,4,85,2.0272,1.8738,3.5637,3.8298,4
er,4,90,2.2361,1.7762,4.6069,3.8298,4
er,4,95,2.7864,2.4191,4.4194,3.8298,4
er,4,100,2.9362,2.5001,4.5894,3.8298,4
er,4,105,2.7723,2.1671,4.7063,3.8298,4
er,4,110,2.8998,2.2525,4.9863,3.8298,4
er,4,115,2.8792,2.2500,5.0213,3.8298,4
er,4,120,2.6456,2.1346,4.5387,3.8298,4
er,4,125,2.6409,2.0783,4.5267,3.8298,4
er,4,130,2.5975,2.0018,4.5243,3.8298,4
er,4,135,2.5664,2.1146,4.4498,3.8298,4
er,4,140,2.5856,2.1281,4.4607,3.8298,4
er,4,145,2.6907,2.2956,4.7681,3.8298,4
er,4,150,2.6671,2.2934,4.5077,3.8298,4
er,4,155,2.7477,2.4110,4.5110,3.8298,4
er,4,160,2.8848,2.4605,4.6600,3.8298,4
er,4,165,3.1799,2.8828,4.7088,3.8298,4
er,4,170,3.1245,2.7747,4.7366,3.8298,4
er,4,175,3.5780,3.1779,5.0113,3.8298,4
er,4,180,5.7432,3.3261,8.0887,3.8298,4
er,4,185,5.6697,3.1202,8.1931,3.8298,4
er,4,190,4.1480,3.5015,5.5347,3.8298,4
er,4,195,4.5007,3.6420,5.9367,3.8298,4
er,4,200,5.0363,4.2215,6.1931,3.8298,4
er,4,205,4.4974,3.8343,5.8202,3.8298,4
er,4,210,4.4731,3.8501,5.8321,3.8298,4
er,4,215,4.6828,4.2053,5.8813,3.8298,4
er,4,220,4.7593,4.2690,6.0118,3.8298,4
er,4,225,4.7540,4.2410,6.1083,3.8298,4
er,4,230,4.7762,4.1795,7.6388,3.8298,4
er,4,235,4.6994,4.1488,8.0027,3.8298,4
er,4,240,4.7132,4.1519,6.1110,3.8298,4
er,4,245,4.7878,4.1444,6.2193,3.8298,4
er,4,250,4.7892,4.1565,6.2129,3.8298,4
er,4,255,4.9393,4.2057,6.4430,3.8298,4
er,4,260,4.9982,4.2276,6.5249,3.8298,4
er,4,265,5.0225,4.2861,6.5179,3.8298,4
er,4,270,5.1410,4.3661,6.6208,3.8298,4
er,4,275,5.2665,4.4610,6.7126,3.8298,4
er,4,280,5.3427,4.4647,6.8176,3.8298,4
er,4,285,5.3739,4.4814,6.8448,3.8298,4
er,4,290,5.3882,4.4768,6.8637,3.8298,4
er,4,295,5.4330,4.4655,6.9355,3.8298,4
packnet,1,0,1.5381,1.5381,1.5381,3.8298,1
packnet,1,5,1.5464,1.5464,1.5464,3.8298,1
packnet,1,10,1.5831,1.5831,1.5831,3.8298,1
packnet,1,15,1.5925,1.5925,1.5925,3.8298,1
packnet,1,20,1.5570,1.5570,1.5570,3.8298,1
packnet,1,25,1.5486,1.5486,1.5486,3.8298,1
packnet,1,30,1.5670,1.5670,1.5670,3.8298,1
packnet,1,35,1.6929,1.6929,1.6929,3.8298,1
packnet,1,40,2.9989,2.9989,2.9989,3.8298,1
packnet,1,45,3.8359,3.8359,3.8359,3.8298,1
packnet,1,50,3.8638,3.8638,3.8638,3.8298,1
packnet,1,55,4.6436,4.6436,4.6436,3.8298,1
packnet,1,60,4.1168,4.1168,4.1168,3.8298,1
packnet,1,65,3.9534,3.9534,3.9534,3.8298,1
packnet,1,70,4.1761,4.1761,4.1761,3.8298,1
packnet,1,75,4.3636,4.3636,4.3636,3.8298,1
packnet,1,80,5.4477,5.4477,5.4477,3.8298,1
packnet,1,85,6.0504,6.0504,6.0504,3.8298,1
packnet,1,90,5.8052,5.8052,5.8052,3.8298,1
packnet,1,95,5.7640,5.7640,5.7640,3.8298,1
packnet,1,100,5.3621,5.3621,5.3621,3.8298,1
packnet,1,105,6.0369,6.0369,6.0369,3.8298,1
packnet,1,110,8.4959,8.4959,8.4959,3.8298,1
packnet,1,115,6.6442,6.6442,6.6442,3.8298,1
packnet,1,120,6.5450,6.5450,6.5450,3.8298,1
packnet,1,125,6.4278,6.4278,6.4278,3.8298,1
packnet,1,130,6.7420,6.7420,6.7420,3.8298,1
packnet,1,135,7.2091,7.2091,7.2091,3.8298,1
packnet,1,140,7.4003,7.4003,7.4003,3.8298,1
packnet,1,145,7.7242,7.7242,7.7242,3.8298,1
packnet,1,150,7.9206,7.9206,7.9206,3.8298,1
packnet,1,155,8.8599,8.8599,8.8599,3.8298,1
packnet,1,160,5.5816,5.5816,5.5816,3.8298,1
packnet,1,165,5.5067,5.5067,5.5067,3.8298,1
packnet,1,170,5.5165,5.5165,5.5165,3.8298,1
packnet,1,175,5.5134,5.5134,5.5134,3.8298,1
packnet,1,180,5.9852,5.9852,5.9852,3.8298,1
packnet,1,185,6.2234,6.2234,6.2234,3.8298,1
packnet,1,190,6.2716,6.2716,6.2716,3.8298,1
packnet,1,195,6.2207,6.2207,6.2207,3.8298,1
packnet,1,200,6.2075,6.2075,6.2075,3.8298,1
packnet,1,205,6.1977,6.1977,6.1977,3.8298,1
packnet,1,210,6.2579,6.2579,6.2579,3.8298,1
packnet,1,215,6.6238,6.6238,6.6238,3.8298,1
packnet,1,220,6.7143,6.7143,6.7143,3.8298,1
packnet,1,225,6.6620,6.6620,6.6620,3.8298,1
packnet,1,230,6.1340,6.1340,6.1340,3.8298,1
packnet,1,235,6.1298,6.1298,6.1298,3.8298,1
packnet,1,240,6.0857,6.0857,6.0857,3.8298,1
packnet,1,245,6.0669,6.0669,6.0669,3.8298,1
packnet,1,250,6.0487,6.0487,6.0487,3.8298,1
packnet,1,255,6.0274,6.0274,6.0274,3.8298,1
packnet,1,260,6.0246,6.0246,6.0246,3.8298,1
packnet,1,265,6.0375,6.0375,6.0375,3.8298,1
packnet,1,270,6.0423,6.0423,6.0423,3.8298,1
packnet,1,275,6.0176,6.0176,6.0176,3.8298,1
packnet,1,280,6.0080,6.0080,6.0080,3.8298,1
packnet,1,285,6.0499,6.0499,6.0499,3.8298,1
packnet,1,290,6.0505,6.0505,6.0505,3.8298,1
packnet,1,295,6.1387,6.1387,6.1387,3.8298,1
packnet,2,0,1.1569,1.0317,1.4423,3.8298,14
packnet,2,5,1.1774,1.1291,1.5199,3.8298,14
packnet,2,10,1.5372,1.3752,1.8013,3.8298,14
packnet,2,15,1.9846,1.7898,2.2259,3.8298,14
packnet,2,20,2.5696,2.2810,2.7940,3.8298,14
packnet,2,25,3.2319,2.9842,3.3823,3.8298,14
packnet,2,30,3.7912,3.5897,3.9686,3.8298,14
packnet,2,35,4.1065,3.9948,4.2572,3.8298,14
packnet,2,40,4.2982,4.0103,4.3981,3.8298,14
packnet,2,45,4.3256,4.0844,4.4675,3.8298,14
packnet,2,50,4.5600,4.2674,4.7045,3.8298,14
packnet,2,55,6.0245,4.3360,10.1404,3.8298,14
packnet,2,60,12.7740,6.9283,36.2406,3.8298,14
packnet,2,65,21.0768,14.7104,42.1505,3.8298,14
packnet,2,70,29.3405,20.6698,37.5560,3.8298,14
packnet,2,75,32.3290,25.0742,37.2675,3.8298,14
packnet,2,80,36.2962,25.0185,53.6236,3.8298,14
packnet,2,85,41.6821,24.9544,53.0337,3.8298,14
packnet,2,90,43.7618,24.9072,54.3899,3.8298,14
packnet,2,95,42.7100,24.8484,51.8160,3.8298,14
packnet,2,100,38.3204,24.8286,52.8217,3.8298,14
packnet,2,105,35.8117,24.8181,50.8948,3.8298,14
packnet,2,110,37.0918,24.8149,44.6115,3.8298,14
packnet,2,115,38.0177,24.8285,46.6181,3.8298,14
packnet,2,120,36.3067,24.8683,43.7427,3.8298,14
packnet,2,125,35.5202,24.9315,43.2182,3.8298,14
packnet,2,130,36.1209,25.1141,42.9761,3.8298,14
packnet,2,135,34.5052,25.1123,43.0655,3.8298,14
packnet,2,140,34.4919,24.9379,41.6551,3.8298,14
packnet,2,145,34.4895,24.9605,40.1563,3.8298,14
packnet,2,150,34.4846,24.9580,39.9618,3.8298,14
packnet,2,155,33.1701,24.9651,38.9544,3.8298,14
packnet,2,160,33.6106,24.9480,38.9496,3.8298,14
packnet,2,165,33.3803,24.9078,38.9459,3.8298,14
packnet,2,170,33.5235,24.9075,38.9404,3.8298,14
packnet,2,175,34.0060,24.8897,38.9342,3.8298,14
packnet,2,180,34.4696,25.0025,38.9345,3.8298,14
packnet,2,185,34.4684,25.3486,38.9364,3.8298,14
packnet,2,190,34.4687,24.9722,38.9359,3.8298,14
packnet,2,195,34.0383,24.9220,38.8976,3.8298,14
packnet,2,200,34.1741,24.9415,38.7897,3.8298,14
packnet,2,205,34.2243,24.9361,38.3968,3.8298,14
packnet,2,210,35.3550,24.9066,41.0827,3.8298,14
packnet,2,215,34.1642,24.8752,50.3036,3.8298,14
packnet,2,220,32.8735,24.8620,45.4459,3.8298,14
packnet,2,225,31.2707,24.8594,42.7404,3.8298,14
packnet,2,230,31.9847,24.8619,42.7408,3.8298,14
packnet,2,235,31.9823,24.8695,42.7369,3.8298,14
packnet,2,240,31.9770,24.8726,42.7337,3.8298,14
packnet,2,245,31.9713,24.8716,42.7265,3.8298,14
packnet,2,250,31.8911,24.8734,42.6895,3.8298,14
packnet,2,255,31.5731,24.8779,42.6057,3.8298,14
packnet,2,260,31.3694,24.8875,42.3606,3.8298,14
packnet,2,265,31.2178,24.8973,42.3513,3.8298,14
packnet,2,270,31.4012,24.8825,42.3389,3.8298,14
packnet,2,275,31.4927,24.8838,42.3300,3.8298,14
packnet,2,280,32.2854,24.8954,42.3303,3.8298,14
packnet,2,285,32.7922,24.9063,42.4041,3.8298,14
packnet,2,290,33.8229,24.9193,43.2919,3.8298,14
packnet,2,295,32.3462,24.9175,42.9475,3.8298,14
packnet,3,0,1.1694,1.0317,1.4607,3.8298,30
packnet,3,5,1.1557,1.0330,1.4512,3.8298,30
packnet,3,10,1.1372,1.0293,1.4577,3.8298,30
packnet,3,15,1.2420,1.0968,1.4511,3.8298,30
packnet,3,20,1.4164,1.2030,1.5468,3.8298,30
packnet,3,25,1.5955,1.3483,1.7368,3.8298,30
packnet,3,30,1.8380,1.6313,1.9633,3.8298,30
packnet,3,35,2.0501,1.8520,2.1238,3.8298,30
packnet,3,40,2.1828,1.9759,2.3176,3.8298,30
packnet,3,45,2.2619,2.0960,2.3885,3.8298,30
packnet,3,50,2.3234,2.2056,2.5403,3.8298,30
packnet,3,55,2.5073,2.2783,2.7717,3.8298,30
packnet,3,60,2.4780,2.3913,2.7908,3.8298,30
packnet,3,65,2.4811,2.2364,2.8065,3.8298,30
packnet,3,70,2.4055,2.1462,2.6910,3.8298,30
packnet,3,75,2.2323,1.8897,2.5048,3.8298,30
packnet,3,80,1.9955,1.8460,2.4178,3.8298,30
packnet,3,85,2.0085,1.8056,2.2781,3.8298,30
packnet,3,90,2.0057,1.7634,2.2607,3.8298,30
packnet,3,95,1.9154,1.7760,2.2913,3.8298,30
packnet,3,100,1.9686,1.5791,2.3512,3.8298,30
packnet,3,105,2.0770,1.6017,2.3908,3.8298,30
packnet,3,110,2.1462,1.6625,2.4156,3.8298,30
packnet,3,115,2.1584,1.8776,2.6980,3.8298,30
packnet,3,120,2.4997,2.0101,3.3523,3.8298,30
packnet,3,125,2.6251,2.0019,3.1290,3.8298,30
packnet,3,130,2.7588,2.0194,3.2926,3.8298,30
packnet,3,135,2.3581,2.0769,3.4141,3.8298,30
packnet,3,140,2.4873,1.8927,3.9665,3.8298,30
packnet,3,145,2.5726,1.8339,4.1970,3.8298,30
packnet,3,150,2.5770,2.0532,5.3225,3.8298,30
packnet,3,155,2.6085,2.0937,6.2775,3.8298,30
packnet,3,160,2.6884,2.0434,6.0831,3.8298,30
packnet,3,165,2.7136,1.8947,6.3586,3.8298,30
packnet,3,170,2.6395,1.8280,6.6655,3.8298,30
packnet,3,175,2.6181,1.8676,7.1585,3.8298,30
packnet,3,180,2.6181,1.8509,7.3610,3.8298,30
packnet,3,185,2.8928,1.9835,6.7452,3.8298,30
packnet,3,190,2.8164,2.1688,7.0714,3.8298,30
packnet,3,195,3.0274,2.1568,7.0213,3.8298,30
packnet,3,200,3.0106,2.1829,7.1639,3.8298,30
packnet,3,205,3.0837,2.3923,7.5572,3.8298,30
packnet,3,210,3.3246,2.3996,7.5596,3.8298,30
packnet,3,215,3.9259,2.6521,7.5547,3.8298,30
packnet,3,220,5.0052,2.6845,7.5587,3.8298,30
packnet,3,225,5.6562,3.0007,7.8854,3.8298,30
packnet,3,230,5.9863,3.0881,8.0380,3.8298,30
packnet,3,235,6.0534,3.2887,8.0839,3.8298,30
packnet,3,240,5.9744,3.1167,8.0085,3.8298,30
packnet,3,245,7.1765,3.0646,8.1116,3.8298,30
packnet,3,250,7.1372,3.2119,8.6255,3.8298,30
packnet,3,255,7.3053,3.4716,9.1569,3.8298,30
packnet,3,260,7.3089,3.6556,8.6188,3.8298,30
packnet,3,265,7.2518,3.6929,8.6574,3.8298,30
packnet,3,270,7.2710,4.2526,8.6175,3.8298,30
packnet,3,275,7.1829,4.3759,8.9954,3.8298,30
packnet,3,280,7.0141,4.4421,9.3818,3.8298,30
packnet,3,285,7.0536,4.4145,9.9447,3.8298,30
packnet,3,290,7.2106,4.8714,9.9973,3.8298,30
packnet,3,295,7.1984,4.4085,9.8353,3.8298,30
packnet,4,0,1.1663,1.0231,1.4557,3.8298,30
packnet,4,5,1.1459,1.0039,1.4486,3.8298,30
packnet,4,10,1.1444,1.0579,1.4551,3.8298,30
packnet,4,15,1.1836,1.0891,1.4597,3.8298,30
packnet,4,20,1.3097,1.1280,1.4709,3.8298,30
packnet,4,25,1.4003,1.2905,1.5261,3.8298,30
packnet,4,30,1.6046,1.4834,1.6665,3.8298,30
packnet,4,35,1.7702,1.6646,1.9294,3.8298,30
packnet,4,40,1.9130,1.8258,2.0139,3.8298,30
packnet,4,45,2.1513,1.9970,2.3866,3.8298,30
packnet,4,50,2.2548,2.0739,2.5532,3.8298,30
packnet,4,55,2.3427,2.2006,2.5950,3.8298,30
packnet,4,60,2.3381,2.1413,2.5868,3.8298,30
packnet,4,65,2.3031,2.1640,2.5406,3.8298,30
packnet,4,70,2.2100,2.0053,2.3434,3.8298,30
packnet,4,75,2.0703,1.7464,2.2915,3.8298,30
packnet,4,80,1.9672,1.6939,2.2026,3.8298,30
packnet,4,85,1.9320,1.7481,2.2339,3.8298,30
packnet,4,90,1.8441,1.7661,2.1640,3.8298,30
packnet,4,95,1.9146,1.6955,2.1367,3.8298,30
packnet,4,100,1.9629,1.6025,2.2500,3.8298,30
packnet,4,105,1.9194,1.6715,2.5895,3.8298,30
packnet,4,110,2.1450,1.7523,2.5232,3.8298,30
packnet,4,115,2.3403,1.9543,3.7550,3.8298,30
packnet,4,120,2.8244,1.9284,3.8633,3.8298,30
packnet,4,125,2.6882,2.0100,3.9913,3.8298,30
packnet,4,130,2.4920,1.9549,4.4667,3.8298,30
packnet,4,135,2.9271,2.0859,6.7890,3.8298,30
packnet,4,140,3.0920,2.0910,5.6860,3.8298,30
packnet,4,145,2.9440,2.0823,5.3917,3.8298,30
packnet,4,150,2.9089,2.2616,6.2928,3.8298,30
packnet,4,155,3.0659,2.1077,6.0072,3.8298,30
packnet,4,160,3.1677,2.2354,4.7375,3.8298,30
packnet,4,165,3.2620,2.4987,6.2162,3.8298,30
packnet,4,170,3.3949,2.8166,6.4660,3.8298,30
packnet,4,175,3.4583,2.7290,6.3609,3.8298,30
packnet,4,180,3.5713,2.5319,6.4986,3.8298,30
packnet,4,185,3.5647,3.1044,6.8096,3.8298,30
packnet,4,190,4.1482,3.1501,6.8154,3.8298,30
packnet,4,195,4.2510,3.1451,8.2266,3.8298,30
packnet,4,200,4.7823,3.5368,8.4821,3.8298,30
packnet,4,205,5.0140,3.6695,9.2601,3.8298,30
packnet,4,210,5.5964,3.6456,9.1639,3.8298,30
packnet,4,215,6.0160,3.5232,9.1622,3.8298,30
packnet,4,220,6.2012,3.7670,9.7292,3.8298,30
packnet,4,225,6.2634,3.7864,9.6669,3.8298,30
packnet,4,230,6.5670,4.1109,9.8644,3.8298,30
packnet,4,235,6.5764,4.0162,10.2138,3.8298,30
packnet,4,240,7.0838,4.2876,10.7563,3.8298,30
packnet,4,245,6.8025,4.5681,10.4385,3.8298,30
packnet,4,250,7.4653,4.9448,10.9211,3.8298,30
packnet,4,255,7.6933,5.0323,11.7597,3.8298,30
packnet,4,260,8.5145,5.0382,11.8761,3.8298,30
packnet,4,265,8.6699,5.0825,12.0856,3.8298,30
packnet,4,270,8.6382,5.0819,12.5874,3.8298,30
packnet,4,275,8.6256,5.3531,12.2783,3.8298,30
packnet,4,280,8.4253,5.2281,12.1807,3.8298,30
packnet,4,285,8.9679,5.7073,12.9811,3.8298,30
packnet,4,290,9.1981,6.8088,12.7435,3.8298,30
packnet,4,295,9.3998,6.5100,12.6426,3.8298,30
