method,stage,t,d_median,d_q25,d_q75,tau,n_rollouts
frozen,3,220,1.8599,1.5833,2.1007,3.8298,29
frozen,3,225,1.8599,1.5833,2.1007,3.8298,29
frozen,3,230,1.8599,1.5833,2.1007,3.8298,29
frozen,3,235,1.8599,1.5833,2.1007,3.8298,29
frozen,3,240,1.8599,1.5833,2.1007,3.8298,29
frozen,3,245,1.8599,1.5833,2.1007,3.8298,29
frozen,3,250,1.8599,1.5833,2.1007,3.8298,29
frozen,3,255,1.8599,1.5833,2.1007,3.8298,29
frozen,3,260,1.8599,1.5833,2.1007,3.8298,29
frozen,3,265,1.8599,1.5833,2.1007,3.8298,29
frozen,3,270,1.8599,1.5833,2.1007,3.8298,29
frozen,3,275,1.8599,1.5833,2.1007,3.8298,29
frozen,3,280,1.8599,1.5833,2.1007,3.8298,29
frozen,3,285,1.8599,1.5833,2.1007,3.8298,29
frozen,3,290,1.8599,1.5833,2.1007,3.8298,29
frozen,3,295,1.8599,1.5833,2.1007,3.8298,29
frozen,4,0,1.1445,1.0202,1.4580,3.8298,30
frozen,4,5,1.1508,1.0165,1.4535,3.8298,30
frozen,4,10,1.1719,1.0586,1.4539,3.8298,30
frozen,4,15,1.2397,1.0780,1.4726,3.8298,30
frozen,4,20,1.2261,1.0687,1.4779,3.8298,30
frozen,4,25,1.2020,1.0737,1.4696,3.8298,30
frozen,4,30,1.1589,1.0578,1.4465,3.8298,30
frozen,4,35,1.1714,1.0334,1.4421,3.8298,30
frozen,4,40,1.1884,1.0197,1.4546,3.8298,30
frozen,4,45,1.3595,1.1051,1.6622,3.8298,30
frozen,4,50,1.5124,1.3177,1.7150,3.8298,30
frozen,4,55,1.6019,1.4171,1.7776,3.8298,30
frozen,4,60,1.7326,1.4455,2.1434,3.8298,30
frozen,4,65,1.8261,1.5499,2.0932,3.8298,30
frozen,4,70,1.7227,1.4480,2.0638,3.8298,30
frozen,4,75,1.7200,1.4066,1.9849,3.8298,30
frozen,4,80,1.6939,1.4675,1.8582,3.8298,30
frozen,4,85,1.7025,1.4400,1.9003,3.8298,30
frozen,4,90,1.6874,1.4400,1.8857,3.8298,30
frozen,4,95,1.6833,1.4275,1.8857,3.8298,30
frozen,4,100,1.6874,1.4400,1.8857,3.8298,30
frozen,4,105,1.6874,1.4400,1.9003,3.8298,30
frozen,4,110,1.6874,1.4400,1.9003,3.8298,30
frozen,4,115,1.6874,1.4400,1.9003,3.8298,30
frozen,4,120,1.6874,1.4400,1.9003,3.8298,30
frozen,4,125,1.6874,1.4400,1.9003,3.8298,30
frozen,4,130,1.6874,1.4400,1.9003,3.8298,30
frozen,4,135,1.6874,1.4400,1.9003,3.8298,30
frozen,4,140,1.6874,1.4400,1.9003,3.8298,30
frozen,4,145,1.6874,1.4400,1.9003,3.8298,30
frozen,4,150,1.6874,1.4400,1.9003,3.8298,30
frozen,4,155,1.6874,1.4400,1.9003,3.8298,30
frozen,4,160,1.6874,1.4400,1.9003,3.8298,30
frozen,4,165,1.6874,1.4400,1.9003,3.8298,30
frozen,4,170,1.6874,1.4400,1.9003,3.8298,30
frozen,4,175,1.6874,1.4400,1.9003,3.8298,30
frozen,4,180,1.6874,1.4400,1.9003,3.8298,30
frozen,4,185,1.6874,1.4400,1.9003,3.8298,30
frozen,4,190,1.6874,1.4400,1.9003,3.8298,30
frozen,4,195,1.6874,1.4400,1.9003,3.8298,30
frozen,4,200,1.6874,1.4400,1.9003,3.8298,30
frozen,4,205,1.6874,1.4400,1.9003,3.8298,30
frozen,4,210,1.6874,1.4400,1.9003,3.8298,30
frozen,4,215,1.6874,1.4400,1.9003,3.8298,30
frozen,4,220,1.6874,1.4400,1.9003,3.8298,30
frozen,4,225,1.6874,1.4400,1.9003,3.8298,30
frozen,4,230,1.6874,1.4400,1.9003,3.8298,30
frozen,4,235,1.6874,1.4400,1.9003,3.8298,30
frozen,4,240,1.6874,1.4400,1.9003,3.8298,30
frozen,4,245,1.6874,1.4400,1.9003,3.8298,30
frozen,4,250,1.6874,1.4400,1.9003,3.8298,30
frozen,4,255,1.6874,1.4400,1.9003,3.8298,30
frozen,4,260,1.6874,1.4400,1.9003,3.8298,30
frozen,4,265,1.6874,1.4400,1.9003,3.8298,30
frozen,4,270,1.6874,1.4400,1.9003,3.8298,30
frozen,4,275,1.6874,1.4400,1.9003,3.8298,30
frozen,4,280,1.6874,1.4400,1.9003,3.8298,30
frozen,4,285,1.6874,1.4400,1.9003,3.8298,30
frozen,4,290,1.6874,1.4400,1.9003,3.8298,30
frozen,4,295,1.6874,1.4400,1.9003,3.8298,30
er,1,0,1.1731,1.0305,1.4447,3.8298,30
er,1,5,1.1532,1.0401,1.4435,3.8298,30
er,1,10,1.1984,1.0333,1.4455,3.8298,30
er,1,15,1.2730,1.1002,1.4463,3.8298,30
er,1,20,1.2107,1.1108,1.4566,3.8298,30
er,1,25,1.2145,1.0561,1.4262,3.8298,30
er,1,30,1.1855,1.0613,1.4572,3.8298,30
er,1,35,1.1609,1.0584,1.4950,3.8298,30
er,1,40,1.3310,1.1080,1.4890,3.8298,30
er,1,45,1.4163,1.2598,1.6004,3.8298,30
er,1,50,1.5835,1.2441,1.6818,3.8298,30
er,1,55,1.7696,1.4744,1.9858,3.8298,30
er,1,60,1.8626,1.5703,2.1543,3.8298,30
er,1,65,2.0070,1.5537,2.2266,3.8298,30
er,1,70,1.8732,1.5659,2.1958,3.8298,30
er,1,75,1.8114,1.5422,2.0968,3.8298,30
er,1,80,1.7601,1.4876,2.0667,3.8298,30
er,1,85,1.7620,1.5829,2.0325,3.8298,30
er,1,90,1.7896,1.6012,2.0735,3.8298,30
er,1,95,1.7896,1.6012,2.0353,3.8298,30
er,1,100,1.7672,1.6012,2.0353,3.8298,30
er,1,105,1.7620,1.6012,2.0353,3.8298,30
er,1,110,1.7896,1.6012,2.0353,3.8298,30
er,1,115,1.7625,1.5829,2.0353,3.8298,30
er,1,120,1.7625,1.5829,2.0353,3.8298,30
er,1,125,1.7625,1.5829,2.0353,3.8298,30
er,1,130,1.7625,1.5829,2.0353,3.8298,30
er,1,135,1.7625,1.5829,2.0353,3.8298,30
er,1,140,1.7625,1.5829,2.0353,3.8298,30
er,1,145,1.7625,1.5829,2.0353,3.8298,30
er,1,150,1.7625,1.5829,2.0353,3.8298,30
er,1,155,1.7625,1.5829,2.0353,3.8298,30
er,1,160,1.7625,1.5829,2.0353,3.8298,30
er,1,165,1.7625,1.5829,2.0353,3.8298,30
er,1,170,1.7625,1.5829,2.0353,3.8298,30
er,1,175,1.7625,1.5829,2.0353,3.8298,30
er,1,180,1.7625,1.5829,2.0353,3.8298,30
er,1,185,1.7625,1.5829,2.0353,3.8298,30
er,1,190,1.7625,1.5829,2.0353,3.8298,30
er,1,195,1.7625,1.5829,2.0353,3.8298,30
er,1,200,1.7625,1.5829,2.0353,3.8298,30
er,1,205,1.7625,1.5829,2.0353,3.8298,30
er,1,210,1.7625,1.5829,2.0353,3.8298,30
er,1,215,1.7625,1.5829,2.0353,3.8298,30
er,1,220,1.7625,1.5829,2.0353,3.8298,30
er,1,225,1.7625,1.5829,2.0353,3.8298,30
er,1,230,1.7625,1.5829,2.0353,3.8298,30
er,1,235,1.7625,1.5829,2.0353,3.8298,30
er,1,240,1.7625,1.5829,2.0353,3.8298,30
er,1,245,1.7625,1.5829,2.0353,3.8298,30
er,1,250,1.7625,1.5829,2.0353,3.8298,30
er,1,255,1.7625,1.5829,2.0353,3.8298,30
er,1,260,1.7625,1.5829,2.0353,3.8298,30
er,1,265,1.7625,1.5829,2.0353,3.8298,30
er,1,270,1.7625,1.5829,2.0353,3.8298,30
er,1,275,1.7625,1.5829,2.0353,3.8298,30
er,1,280,1.7625,1.5829,2.0353,3.8298,30
er,1,285,1.7625,1.5829,2.0353,3.8298,30
er,1,290,1.7625,1.5829,2.0353,3.8298,30
er,1,295,1.7625,1.5829,2.0353,3.8298,30
er,2,0,1.1567,1.0121,1.4109,3.8298,28
er,2,5,1.1344,1.0045,1.4225,3.8298,28
er,2,10,1.1367,1.0390,1.4412,3.8298,28
er,2,15,1.1954,1.0510,1.4469,3.8298,28
er,2,20,1.1916,1.0670,1.4888,3.8298,28
er,2,25,1.1752,1.0693,1.4400,3.8298,28
er,2,30,1.1988,1.0506,1.4212,3.8298,28
er,2,35,1.1529,1.0519,1.4213,3.8298,28
er,2,40,1.1370,1.0297,1.4296,3.8298,28
er,2,45,1.4206,1.1558,1.6502,3.8298,28
er,2,50,1.4637,1.0490,1.6291,3.8298,28
er,2,55,1.6944,1.3605,1.8406,3.8298,28
er,2,60,1.6734,1.4616,2.1135,3.8298,28
er,2,65,1.7284,1.5373,2.0808,3.8298,28
er,2,70,1.7491,1.5892,1.9534,3.8298,28
er,2,75,1.7481,1.6336,1.9143,3.8298,28
er,2,80,1.7920,1.6441,2.0251,3.8298,28
er,2,85,1.7920,1.6441,1.9838,3.8298,28
er,2,90,1.7920,1.6441,1.9460,3.8298,28
er,2,95,1.7873,1.6441,1.9460,3.8298,28
er,2,100,1.7873,1.6441,1.9460,3.8298,28
er,2,105,1.7873,1.6441,1.9460,3.8298,28
er,2,110,1.7873,1.6270,1.9460,3.8298,28
er,2,115,1.7873,1.6204,1.9460,3.8298,28
er,2,120,1.7873,1.6204,1.9460,3.8298,28
er,2,125,1.7873,1.6204,1.9460,3.8298,28
er,2,130,1.7873,1.6204,1.9460,3.8298,28
er,2,135,1.7873,1.6204,1.9460,3.8298,28
er,2,140,1.7873,1.6204,1.9460,3.8298,28
er,2,145,1.7873,1.6204,1.9460,3.8298,28
er,2,150,1.7873,1.6204,1.9460,3.8298,28
er,2,155,1.7873,1.6204,1.9460,3.8298,28
er,2,160,1.7873,1.6204,1.9460,3.8298,28
er,2,165,1.7873,1.6204,1.9460,3.8298,28
er,2,170,1.7873,1.6204,1.9460,3.8298,28
er,2,175,1.7873,1.6204,1.9460,3.8298,28
er,2,180,1.7873,1.6204,1.9460,3.8298,28
er,2,185,1.7873,1.6204,1.9460,3.8298,28
er,2,190,1.7873,1.6204,1.9460,3.8298,28
er,2,195,1.7873,1.6204,1.9460,3.8298,28
er,2,200,1.7873,1.6204,1.9460,3.8298,28
er,2,205,1.7873,1.6204,1.9460,3.8298,28
er,2,210,1.7873,1.6204,1.9460,3.8298,28
er,2,215,1.7873,1.6204,1.9460,3.8298,28
er,2,220,1.7873,1.6204,1.9460,3.8298,28
er,2,225,1.7873,1.6204,1.9460,3.8298,28
er,2,230,1.7873,1.6204,1.9460,3.8298,28
er,2,235,1.7873,1.6204,1.9460,3.8298,28
er,2,240,1.7873,1.6204,1.9460,3.8298,28
er,2,245,1.7873,1.6204,1.9460,3.8298,28
er,2,250,1.7873,1.6204,1.9460,3.8298,28
er,2,255,1.7873,1.6204,1.9460,3.8298,28
er,2,260,1.7873,1.6204,1.9460,3.8298,28
er,2,265,1.7873,1.6204,1.9460,3.8298,28
er,2,270,1.7873,1.6204,1.9460,3.8298,28
er,2,275,1.7873,1.6204,1.9460,3.8298,28
er,2,280,1.7873,1.6204,1.9460,3.8298,28
er,2,285,1.7873,1.6204,1.9460,3.8298,28
er,2,290,1.7873,1.6204,1.9460,3.8298,28
er,2,295,1.7873,1.6204,1.9460,3.8298,28
er,3,0,1.1500,1.0072,1.4213,3.8298,26
er,3,5,1.1274,1.0033,1.4045,3.8298,26
er,3,10,1.1426,1.0268,1.4207,3.8298,26
er,3,15,1.1831,1.0683,1.4667,3.8298,26
er,3,20,1.2186,1.0580,1.4626,3.8298,26
er,3,25,1.2009,1.0842,1.4406,3.8298,26
er,3,30,1.2243,1.0235,1.4442,3.8298,26
er,3,35,1.1638,1.0572,1.4322,3.8298,26
er,3,40,1.2077,1.0435,1.4541,3.8298,26
er,3,45,1.3870,1.2328,1.6596,3.8298,26
er,3,50,1.5414,1.3501,1.8889,3.8298,26
er,3,55,1.7050,1.5531,2.1031,3.8298,26
er,3,60,1.9611,1.6353,2.2870,3.8298,26
er,3,65,1.8805,1.6925,2.0885,3.8298,26
er,3,70,1.8427,1.7050,2.0645,3.8298,26
er,3,75,1.7951,1.5495,2.0434,3.8298,26
er,3,80,1.7579,1.5325,2.0005,3.8298,26
er,3,85,1.6687,1.5237,1.9776,3.8298,26
er,3,90,1.6630,1.5325,1.9730,3.8298,26
er,3,95,1.7174,1.5530,1.9760,3.8298,26
er,3,100,1.7174,1.5530,2.1426,3.8298,26
er,3,105,1.7174,1.5530,2.0348,3.8298,26
er,3,110,1.7174,1.5530,2.0385,3.8298,26
er,3,115,1.7174,1.5530,2.1200,3.8298,26
er,3,120,1.6687,1.5410,2.0005,3.8298,26
er,3,125,1.6695,1.5530,2.0005,3.8298,26
er,3,130,1.7174,1.5530,2.0005,3.8298,26
er,3,135,1.7174,1.5530,2.0005,3.8298,26
er,3,140,1.7174,1.5530,1.9730,3.8298,26
er,3,145,1.6687,1.5325,1.9730,3.8298,26
er,3,150,1.6687,1.5325,1.9730,3.8298,26
er,3,155,1.6687,1.5325,1.9730,3.8298,26
er,3,160,1.6687,1.5325,1.9730,3.8298,26
er,3,165,1.6687,1.5325,1.9730,3.8298,26
er,3,170,1.6687,1.5325,1.9730,3.8298,26
er,3,175,1.6687,1.5325,1.9730,3.8298,26
er,3,180,1.6687,1.5325,1.9730,3.8298,26
er,3,185,1.6687,1.5325,1.9730,3.8298,26
er,3,190,1.6687,1.5325,1.9730,3.8298,26
er,3,195,1.6687,1.5325,1.9730,3.8298,26
er,3,200,1.6687,1.5325,1.9730,3.8298,26
er,3,205,1.6687,1.5325,1.9730,3.8298,26
er,3,210,1.6687,1.5325,1.9730,3.8298,26
er,3,215,1.6687,1.5325,1.9730,3.8298,26
er,3,220,1.6687,1.5325,1.9730,3.8298,26
er,3,225,1.6687,1.5325,1.9730,3.8298,26
er,3,230,1.6687,1.5325,1.9730,3.8298,26
er,3,235,1.6687,1.5325,1.9730,3.8298,26
er,3,240,1.6687,1.5325,1.9730,3.8298,26
er,3,245,1.6687,1.5325,1.9730,3.8298,26
er,3,250,1.6687,1.5325,1.9730,3.8298,26
er,3,255,1.6687,1.5325,1.9730,3.8298,26
er,3,260,1.6687,1.5325,1.9730,3.8298,26
er,3,265,1.6687,1.5325,1.9730,3.8298,26
er,3,270,1.6687,1.5325,1.9730,3.8298,26
er,3,275,1.6687,1.5325,1.9730,3.8298,26
er,3,280,1.6687,1.5325,1.9730,3.8298,26
er,3,285,1.6687,1.5325,1.9730,3.8298,26
er,3,290,1.6687,1.5325,1.9730,3.8298,26
er,3,295,1.6687,1.5325,1.9730,3.8298,26
er,4,0,1.1359,0.9941,1.3988,3.8298,26
er,4,5,1.1142,1.0081,1.4047,3.8298,26
er,4,10,1.1207,1.0189,1.4125,3.8298,26
er,4,15,1.1580,1.0569,1.4186,3.8298,26
er,4,20,1.1627,1.0787,1.4209,3.8298,26
er,4,25,1.1815,1.0853,1.4340,3.8298,26
er,4,30,1.2152,1.1487,1.4617,3.8298,26
er,4,35,1.1913,1.1247,1.4690,3.8298,26
er,4,40,1.2164,1.1166,1.5193,3.8298,26
er,4,45,1.6118,1.4503,1.9994,3.8298,26
er,4,50,1.7540,1.6135,2.0151,3.8298,26
er,4,55,1.9058,1.7227,2.2054,3.8298,26
er,4,60,2.1396,1.8457,2.4205,3.8298,26
er,4,65,2.1506,1.9693,2.4181,3.8298,26
er,4,70,2.3685,1.9441,2.4481,3.8298,26
er,4,75,2.0860,1.7383,2.4837,3.8298,26
er,4,80,2.1511,1.7418,2.6042,3.8298,26
er,4,85,2.1461,1.7993,2.4374,3.8298,26
er,4,90,2.1143,1.8005,2.5313,3.8298,26
er,4,95,2.1461,1.8290,2.5624,3.8298,26
er,4,100,2.2582,1.9184,2.5624,3.8298,26
er,4,105,2.2062,1.9184,2.5624,3.8298,26
er,4,110,2.2434,1.8290,2.5624,3.8298,26
er,4,115,2.2585,1.8290,2.5624,3.8298,26
er,4,120,2.2585,1.9184,2.6354,3.8298,26
er,4,125,2.1461,1.8290,2.6354,3.8298,26
er,4,130,2.1461,1.8290,2.6354,3.8298,26
er,4,135,2.1461,1.8290,2.6354,3.8298,26
er,4,140,2.1461,1.8290,2.6354,3.8298,26
er,4,145,2.1461,1.8290,2.6354,3.8298,26
er,4,150,2.1461,1.8290,2.6354,3.8298,26
er,4,155,2.1461,1.8290,2.6354,3.8298,26
er,4,160,2.1461,1.8290,2.6354,3.8298,26
er,4,165,2.1461,1.8290,2.6354,3.8298,26
er,4,170,2.1461,1.8290,2.6354,3.8298,26
er,4,175,2.1461,1.8290,2.6354,3.8298,26
er,4,180,2.1461,1.8290,2.6354,3.8298,26
er,4,185,2.1461,1.8290,2.6354,3.8298,26
er,4,190,2.1461,1.8290,2.6354,3.8298,26
er,4,195,2.1461,1.8290,2.6354,3.8298,26
er,4,200,2.1461,1.8290,2.6354,3.8298,26
er,4,205,2.1461,1.8290,2.6354,3.8298,26
er,4,210,2.1461,1.8290,2.6354,3.8298,26
er,4,215,2.1461,1.8290,2.6354,3.8298,26
er,4,220,2.1461,1.8290,2.6354,3.8298,26
er,4,225,2.1461,1.8290,2.6354,3.8298,26
er,4,230,2.1461,1.8290,2.6354,3.8298,26
er,4,235,2.1461,1.8290,2.6354,3.8298,26
er,4,240,2.1461,1.8290,2.6354,3.8298,26
er,4,245,2.1461,1.8290,2.6354,3.8298,26
er,4,250,2.1461,1.8290,2.6354,3.8298,26
er,4,255,2.1461,1.8290,2.6354,3.8298,26
er,4,260,2.1461,1.8290,2.6354,3.8298,26
er,4,265,2.1461,1.8290,2.6354,3.8298,26
er,4,270,2.1461,1.8290,2.6354,3.8298,26
er,4,275,2.1461,1.8290,2.6354,3.8298,26
er,4,280,2.1461,1.8290,2.6354,3.8298,26
er,4,285,2.1461,1.8290,2.6354,3.8298,26
er,4,290,2.1461,1.8290,2.6354,3.8298,26
er,4,295,2.1461,1.8290,2.6354,3.8298,26
packnet,1,0,1.1613,1.0278,1.4043,3.8298,29
packnet,1,5,1.1372,1.0390,1.4121,3.8298,29
packnet,1,10,1.1454,1.0497,1.4316,3.8298,29
packnet,1,15,1.1669,1.0670,1.4450,3.8298,29
packnet,1,20,1.1625,1.0884,1.4477,3.8298,29
packnet,1,25,1.1834,1.0570,1.4493,3.8298,29
packnet,1,30,1.1839,1.0757,1.4351,3.8298,29
packnet,1,35,1.1465,1.0332,1.4473,3.8298,29
packnet,1,40,1.1876,1.0549,1.4935,3.8298,29
packnet,1,45,1.4098,1.1778,1.6424,3.8298,29
packnet,1,50,1.4762,1.2735,1.7445,3.8298,29
packnet,1,55,1.6443,1.4192,1.9007,3.8298,29
packnet,1,60,1.7324,1.5866,2.2622,3.8298,29
packnet,1,65,1.7904,1.6087,2.3328,3.8298,29
packnet,1,70,1.7554,1.5235,2.1049,3.8298,29
packnet,1,75,1.8239,1.5687,2.0885,3.8298,29
packnet,1,80,1.7448,1.5567,2.0169,3.8298,29
packnet,1,85,1.7262,1.5567,2.0169,3.8298,29
packnet,1,90,1.7262,1.5567,2.0169,3.8298,29
packnet,1,95,1.7262,1.5567,2.0169,3.8298,29
packnet,1,100,1.7262,1.5567,2.0169,3.8298,29
packnet,1,105,1.7262,1.5567,2.0169,3.8298,29
packnet,1,110,1.7262,1.5567,2.0169,3.8298,29
packnet,1,115,1.7262,1.5567,2.0169,3.8298,29
packnet,1,120,1.7262,1.5567,2.0169,3.8298,29
packnet,1,125,1.7262,1.5567,2.0169,3.8298,29
packnet,1,130,1.7262,1.5567,2.0169,3.8298,29
packnet,1,135,1.7262,1.5567,2.0169,3.8298,29
packnet,1,140,1.7262,1.5567,2.0169,3.8298,29
packnet,1,145,1.7262,1.5567,2.0169,3.8298,29
packnet,1,150,1.7262,1.5567,2.0169,3.8298,29
packnet,1,155,1.7262,1.5567,2.0169,3.8298,29
packnet,1,160,1.7262,1.5567,2.0169,3.8298,29
packnet,1,165,1.7262,1.5567,2.0169,3.8298,29
packnet,1,170,1.7262,1.5567,2.0169,3.8298,29
packnet,1,175,1.7262,1.5567,2.0169,3.8298,29
packnet,1,180,1.7262,1.5567,2.0169,3.8298,29
packnet,1,185,1.7262,1.5567,2.0169,3.8298,29
packnet,1,190,1.7262,1.5567,2.0169,3.8298,29
packnet,1,195,1.7262,1.5567,2.0169,3.8298,29
packnet,1,200,1.7262,1.5567,2.0169,3.8298,29
packnet,1,205,1.7262,1.5567,2.0169,3.8298,29
packnet,1,210,1.7262,1.5567,2.0169,3.8298,29
packnet,1,215,1.7262,1.5567,2.0169,3.8298,29
packnet,1,220,1.7262,1.5567,2.0169,3.8298,29
packnet,1,225,1.7262,1.5567,2.0169,3.8298,29
packnet,1,230,1.7262,1.5567,2.0169,3.8298,29
packnet,1,235,1.7262,1.5567,2.0169,3.8298,29
packnet,1,240,1.7262,1.5567,2.0169,3.8298,29
packnet,1,245,1.7262,1.5567,2.0169,3.8298,29
packnet,1,250,1.7262,1.5567,2.0169,3.8298,29
packnet,1,255,1.7262,1.5567,2.0169,3.8298,29
packnet,1,260,1.7262,1.5567,2.0169,3.8298,29
packnet,1,265,1.7262,1.5567,2.0169,3.8298,29
packnet,1,270,1.7262,1.5567,2.0169,3.8298,29
packnet,1,275,1.7262,1.5567,2.0169,3.8298,29
packnet,1,280,1.7262,1.5567,2.0169,3.8298,29
packnet,1,285,1.7262,1.5567,2.0169,3.8298,29
packnet,1,290,1.7262,1.5567,2.0169,3.8298,29
packnet,1,295,1.7262,1.5567,2.0169,3.8298,29
packnet,2,0,1.1914,1.0052,1.4408,3.8298,16
packnet,2,5,1.1598,1.0421,1.4783,3.8298,16
packnet,2,10,1.5920,1.2603,1.6651,3.8298,16
packnet,2,15,1.9891,1.7226,2.1345,3.8298,16
packnet,2,20,2.5378,2.3109,2.6230,3.8298,16
packnet,2,25,3.1637,2.9439,3.3078,3.8298,16
packnet,2,30,3.6638,3.4623,3.7761,3.8298,16
packnet,2,35,3.8981,3.7326,4.0330,3.8298,16
packnet,2,40,4.0494,3.8595,4.1857,3.8298,16
packnet,2,45,4.0332,3.8686,4.3188,3.8298,16
packnet,2,50,4.3028,3.8834,4.8109,3.8298,16
packnet,2,55,4.4776,3.9971,20.2400,3.8298,16
packnet,2,60,6.1419,4.5216,16.1155,3.8298,16
packnet,2,65,7.7879,4.7631,19.3443,3.8298,16
packnet,2,70,7.9429,4.8727,15.6295,3.8298,16
packnet,2,75,7.5692,4.8714,13.5872,3.8298,16
packnet,2,80,7.5570,4.9249,13.5715,3.8298,16
packnet,2,85,7.4118,4.5223,13.4746,3.8298,16
packnet,2,90,7.1792,4.4608,13.3684,3.8298,16
packnet,2,95,8.2079,4.2647,14.5055,3.8298,16
packnet,2,100,8.0250,3.8610,16.8572,3.8298,16
packnet,2,105,7.8797,3.6494,17.6990,3.8298,16
packnet,2,110,7.7346,3.4734,17.7195,3.8298,16
packnet,2,115,7.6090,3.3631,17.7354,3.8298,16
packnet,2,120,7.5649,3.7603,17.8143,3.8298,16
packnet,2,125,7.5813,3.8076,17.8697,3.8298,16
packnet,2,130,7.7342,3.6818,17.9056,3.8298,16
packnet,2,135,7.8954,3.4841,17.8940,3.8298,16
packnet,2,140,7.9351,3.0596,17.8119,3.8298,16
packnet,2,145,7.9999,3.0428,17.7501,3.8298,16
packnet,2,150,8.0824,2.9740,17.7136,3.8298,16
packnet,2,155,7.8526,2.9777,17.7088,3.8298,16
packnet,2,160,7.7718,2.9645,17.7088,3.8298,16
packnet,2,165,7.8011,3.0216,17.7088,3.8298,16
packnet,2,170,7.9093,3.5730,17.7088,3.8298,16
packnet,2,175,7.7721,3.7988,17.7088,3.8298,16
packnet,2,180,7.6965,3.8345,17.7088,3.8298,16
packnet,2,185,7.6886,4.0121,17.7088,3.8298,16
packnet,2,190,7.7101,4.1121,17.7088,3.8298,16
packnet,2,195,7.6472,4.6775,17.7088,3.8298,16
packnet,2,200,7.6782,4.4747,17.7088,3.8298,16
packnet,2,205,7.7749,4.1038,17.7088,3.8298,16
packnet,2,210,7.7033,4.3414,17.7088,3.8298,16
packnet,2,215,7.6460,4.0865,17.7088,3.8298,16
packnet,2,220,7.6527,4.0264,17.7088,3.8298,16
packnet,2,225,7.6335,3.3423,17.7088,3.8298,16
packnet,2,230,7.6291,3.3423,17.7088,3.8298,16
packnet,2,235,7.6251,3.3423,17.7088,3.8298,16
packnet,2,240,7.6251,3.3423,17.7088,3.8298,16
packnet,2,245,7.6251,3.3423,17.7088,3.8298,16
packnet,2,250,7.6251,3.3423,17.7088,3.8298,16
packnet,2,255,7.6251,3.3423,17.7088,3.8298,16
packnet,2,260,7.6251,3.3423,17.7088,3.8298,16
packnet,2,265,7.6251,3.3423,17.7088,3.8298,16
packnet,2,270,7.6251,3.3423,17.7088,3.8298,16
packnet,2,275,7.6251,3.3423,17.7088,3.8298,16
packnet,2,280,7.6251,3.3423,17.7088,3.8298,16
packnet,2,285,7.6251,3.3423,17.7088,3.8298,16
packnet,2,290,7.6251,3.3423,17.7088,3.8298,16
packnet,2,295,7.6251,3.3423,17.7088,3.8298,16
